"X1","X2","class"
0.732262816811645,0.191833836980122,2
1.10289940329013,0.836923582185416,1
0.265632302902552,0.699720398023007,3
0.17444285741711,0.840072976320279,3
0.932563191481795,0.191895448233194,2
0.919899499404597,1.18286545249412,1
-0.0968562708280527,0.139595077347023,0
0.00239593094576311,0.0172932663799992,0
0.382313655723346,0.682514777136478,3
-0.0484838443344605,0.164983724894467,0
0.00348297678069191,0.0716869916610441,0
1.06937730054245,0.983259999503425,1
0.0431268264121987,-0.0543051633428047,0
0.267631079753733,0.761935368034638,3
0.32182972286029,0.723946267787724,3
0.0708038114512035,-0.0875222601582358,0
0.158870076884525,0.736069271355864,3
0.863731689379469,0.185762864313865,2
0.277683793505407,0.739745425423394,3
1.20644162688999,0.943486809476659,1
1.12312688811697,0.326298038597317,2
-0.189197400339984,-0.0258078165439303,0
0.333247277449082,0.826672431670367,3
0.789407922947951,0.18330617529842,2
0.982549276308922,0.968632953527509,1
0.120682021305919,-0.0941132533329556,0
0.723174472675592,0.183626015929232,2
0.219027415490846,0.724987764171492,3
0.89114615525936,1.03996503816116,1
0.0275196138396851,0.0205146051431943,0
0.0940936144281486,-0.101586147437715,0
0.243028869033283,0.974528701934373,3
0.288513495961874,0.810065391768821,3
0.3725962620171,0.769482010553437,3
1.01321623533554,0.925158454417643,1
0.356512403388886,0.780876191765191,3
0.336589244376487,0.914206012045363,3
1.09035149216841,0.944237071970897,1
0.393946803274765,0.805312395602026,3
0.0545146428745279,0.0252862961499065,0
0.920843461197286,0.135694427207042,2
1.03106680698929,1.18328114864637,1
0.371809004180309,0.726036618476798,3
0.259906713401598,0.716405444057585,3
0.891806685943926,0.289073822786204,2
0.203104347698587,0.635291765477103,3
0.943281363650965,0.998230301434846,1
0.247166233548851,-0.192466409419615,0
0.0435164459120845,-0.0357612739034299,0
0.231260879821652,0.839352096047294,3
0.913875214194956,1.13574986235324,1
0.990727371265414,0.970051960848701,1
0.726039933660596,0.122840637154567,2
0.941063592447285,1.1512298480217,1
0.854241738743547,0.910242824359168,1
0.657883010875865,0.086690578444517,2
0.204676125879744,0.826464685796639,3
0.0376646807179118,0.00113743305666103,0
-0.0399973850339347,-0.0247082643140111,0
0.951594475089509,0.0986413367456014,2
0.303366694748295,0.656629776990994,3
0.704757680056398,0.160800651045799,2
0.398796824409946,0.749001217587565,3
1.02671339304313,1.10975830447242,1
0.035684707043624,0.798472948291901,3
0.121238451595454,0.127751104683076,0
0.874419162119688,0.119596887321419,2
0.937083178702247,1.0290183147423,1
0.133130766233265,-0.00197305190411095,0
1.06632706773722,0.944451159169447,1
0.272813167337213,0.708778792853543,3
0.69322067622428,0.14905568192268,2
0.177892481438253,0.623119644173738,3
0.101092472666402,0.151764771776462,0
0.376782612926202,0.826791646241197,3
0.76401752578269,0.201117584959881,2
0.00539411324822478,0.0953667792679533,0
-0.00678038645894664,0.0461822187815336,0
